Ano,Código da Área,Área de Avaliação,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO FRANCISCANO,,,SANTA MARIA,RS,4,4,1.71487065781624,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA,,,MURIAE,MG,19,14,1.89346380898619,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PARANAENSE,,,CASCAVEL,PR,22,21,3.14664547133672,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE LUTERANA DO BRASIL,,,CANOAS,RS,27,27,2.39077263331368,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE LUTERANA DO BRASIL,,,GRAVATAI,RS,6,6,1.176587874321,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE LUTERANA DO BRASIL,,,SAO JERONIMO,RS,14,13,1.55082483096001,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO SANT´ANNA,,,SAO PAULO,SP,20,19,1.93956314390961,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,,,OSASCO,SP,23,18,1.84894503515385,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,,,SANTO ANDRE,SP,54,45,1.92211058310463,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA",,,ITAPETININGA,SP,15,13,0.966501445696555,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,,,DUQUE DE CAXIAS,RJ,51,37,2.43172820764539,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO EXTREMO SUL CATARINENSE,,,CRICIUMA,SC,20,20,2.72090877685839,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO SUL DE SANTA CATARINA,,,ARARANGUA,SC,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO SUL DE SANTA CATARINA,,,TUBARAO,SC,61,44,2.67367164020425,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE FRANCA,,,FRANCA,SP,17,17,0.641865154245926,1.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE EDUCAÇÃO SÃO LUÍS,,,JABOTICABAL,SP,10,10,2.35330906721707,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DO SALVADOR,,,SALVADOR,BA,17,13,1.92466153669808,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE BRAZ CUBAS,,,MOGI DAS CRUZES,SP,19,13,2.0315431278627,3.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,,,GOIANIA,GO,29,24,2.19690561423687,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,,,IJUI,RS,14,10,2.96942030879516,4.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN,,,MANDAGUARI,PR,7,7,1.45619392134709,2.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,,,SAO PAULO,SP,15,11,3.7103209271176,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,DUQUE DE CAXIAS,RJ,34,27,1.40085098671168,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,81,52,3.16884646194301,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,SAO GONCALO,RJ,23,17,0.363946129490033,1.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO MARANHÃO,,,SAO LUIS,MA,66,27,2.46087376689658,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ACRE,,,RIO BRANCO,AC,22,22,2.55467302124747,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DA PARAÍBA,,,CAMPINA GRANDE,PB,159,119,1.75289638672136,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DA PARAÍBA,,,MONTEIRO,PB,32,26,1.2160586453466,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,,,BACABAL,MA,4,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,,,BALSAS,MA,7,7,2.32610855645262,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,,,CAXIAS,MA,20,18,0.850532130048147,1.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,,,SAO LUIS,MA,17,16,2.66863553286501,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,,,ABAETETUBA,PA,83,72,1.91459201691643,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,,,BELEM,PA,498,393,1.25831812520065,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,,,BRAGANCA,PA,43,35,2.08678545951689,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,,,BREVES,PA,130,83,1.06444109099755,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,,,CASTANHAL,PA,135,66,1.69777740406759,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,CAICO,RN,11,10,2.57465696112717,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,NATAL,RN,74,64,2.01234231199083,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARANÁ,,,CURITIBA,PR,114,65,3.62175464496569,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL FLUMINENSE,,,NITEROI,RJ,226,162,2.62052521036122,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL FLUMINENSE,,,SANTO ANTONIO DE PADUA,RJ,22,20,2.0644792567305,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,ALEGRE,ES,11,10,3.20714516951417,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,SAO MATEUS,ES,7,6,2.81089333584883,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,VITORIA,ES,16,15,1.40346750890397,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,,,NOVA IGUACU,RJ,54,40,1.89446255002934,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,,,SEROPEDICA,RJ,33,29,4.18292974275405,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,BELO HORIZONTE,MG,86,75,3.53880742478186,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE JUIZ DE FORA,,,JUIZ DE FORA,MG,41,40,2.65377083061611,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALAGOAS,,,ARAPIRACA,AL,75,72,2.24476482775896,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALAGOAS,,,MACEIO,AL,190,132,1.59728636528205,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA BAHIA,,,SALVADOR,BA,54,45,2.8855924816799,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA PARAÍBA,,,JOAO PESSOA,PB,125,88,2.11585949686354,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA PARAÍBA,,,RIO TINTO,PB,37,36,1.79502321428052,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,CARUARU,PE,28,27,3.75483603897182,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,RECIFE,PE,36,31,2.68836261027872,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,PORTO ALEGRE,RS,39,35,3.6005280569011,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA MARIA,,,SANTA MARIA,RS,15,13,2.81939332977254,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO CEARÁ,,,FORTALEZA,CE,141,129,2.08337965083594,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,,,CATALAO,GO,14,10,2.26670156581436,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,,,GOIANIA,GO,36,29,2.26084554641264,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,,,JATAI,GO,7,6,1.19992892162037,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,FLORIANOPOLIS,SC,35,30,2.79677088954393,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,18,15,3.76513657057203,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,RECIFE,PE,32,28,2.42688908612308,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,CORNELIO PROCOPIO,PR,9,9,3.58450707687913,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,CURITIBA,PR,4,4,4.38065964808952,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,PATO BRANCO,PR,14,14,3.30271953201163,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,TOLEDO,PR,3,3,4.26264890005212,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,,,MOSSORO,RN,9,8,3.82450211541786,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE LAVRAS,,,LAVRAS,MG,30,28,3.00716219280652,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALFENAS,,,ALFENAS,MG,19,19,3.88376050055748,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,DIAMANTINA,MG,9,9,2.70680602579587,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,TEOFILO OTONI,MG,19,18,2.85445031467799,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,,,UBERABA,MG,12,11,2.93380805653456,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,,,ITAJUBA,MG,4,4,4.98297504233233,5.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,BARREIRAS,BA,1,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,EUNAPOLIS,BA,9,9,2.67786476966314,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,VALENCA,BA,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,CODO,MA,36,33,2.36191746129349,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,SAO LUIS,MA,41,33,1.55748209876093,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,ZE DOCA,MA,40,25,0.561725696315657,1.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,BENTO GONCALVES,RS,26,23,1.67259652210576,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,CAXIAS DO SUL,RS,7,7,2.88207513486527,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,IBIRUBA,RS,5,5,3.03881514717488,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,,,CASCAVEL,PR,15,15,4.35741220455452,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,,,FOZ DO IGUACU,PR,19,19,2.2501901477488,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE CENECISTA DE OSÓRIO,,,OSORIO,RS,23,21,1.67287298944061,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PELOTAS,,,CAPAO DO LEAO,RS,13,12,2.49471419080843,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PELOTAS,,,PELOTAS,RS,376,323,1.70695784430027,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO LA SALLE,,,CANOAS,RS,11,11,2.27623680503046,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,,,SERRA TALHADA,PE,28,26,1.11430714157193,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE SALGADO DE OLIVEIRA,,,SAO GONCALO,RJ,23,22,1.6501929596829,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE TAUBATÉ,,,TAUBATE,SP,17,16,2.12854920640371,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,,,FEIRA DE SANTANA,BA,42,40,1.32963378132003,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE NILTON LINS,,,MANAUS,AM,9,8,1.19284478762318,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ANHANGUERA - UNIDERP,,,CAMPO GRANDE,MS,19,17,2.32093864085799,3.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,,,BELEM DE SAO FRANCISCO,PE,37,24,1.17584572750202,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,,,PETROLANDIA,PE,14,13,1.33051520776908,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DO NOROESTE DE MINAS,,,PARACATU,MG,16,14,1.01268784148681,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DE BELO JARDIM,,,BELO JARDIM,PE,58,52,0.779907451339689,1.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,,,JEQUIE,BA,16,15,1.91709789414634,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,,,VITORIA DA CONQUISTA,BA,38,36,1.54998441264798,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,40,32,3.19729628045894,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,AQUIDAUANA,MS,16,15,1.31644662385759,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,CAMPO GRANDE,MS,64,60,1.99492409294172,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,CORUMBA,MS,17,17,2.15457487615521,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,PARANAIBA,MS,2,2,2.41259020932923,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,PONTA PORA,MS,13,13,2.40706213777855,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,TRES LAGOAS,MS,7,7,4.13078691164459,5.0
2014,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,,,JI-PARANA,RO,52,46,1.48249518448738,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,,,PORTO VELHO,RO,33,28,1.2716195241327,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DE GOIANA,,,GOIANA,PE,15,14,1.62586669724866,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,BARRA DO BUGRES,MT,10,10,2.25625128003272,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,CACERES,MT,32,28,2.35350636247028,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,SINOP,MT,32,18,2.23359463227091,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,PONTA GROSSA,PR,40,37,2.36193832386378,3.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,,,CACHOEIRO DE ITAPEMIRIM,ES,26,26,1.28356957548416,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL DO CARIRI,,,CRATO,CE,12,11,1.67856275672725,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE PARÁ DE MINAS,,,PARA DE MINAS,MG,1,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,,,SALGUEIRO,PE,30,24,0.857263775603007,1.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PIAUÍ,,,BARRAS,PI,16,16,1.10828276362547,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PIAUÍ,,,TERESINA,PI,97,73,1.82155830896587,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE RORAIMA,,,BOA VISTA,RR,13,12,1.80600388050929,2.0
2014,702,MATEMÁTICA (LICENCIATURA),Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL,,,SAO PAULO,SP,8,7,1.73344973441561,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE INTERAÇÃO AMERICANA,,,SAO BERNARDO DO CAMPO,SP,24,19,1.32300824316156,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,,,ASSIS CHATEAUBRIAND,PR,16,16,1.76736346304106,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE,,,LUZIANIA,GO,15,15,2.39712163584406,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO TOCANTINS,,,PALMAS,TO,287,4,2.70855777839292,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO AMAPÁ,,,MACAPA,AP,63,53,1.28620082566165,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DE ARIQUEMES,,,ARIQUEMES,RO,30,24,1.04330411103297,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE METROPOLITANA DE SANTOS,,,SANTOS,SP,371,256,1.46760240342131,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA,,,AFOGADOS DA INGAZEIRA,PE,14,14,2.4848208918331,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,,,CAMPOS DO GOYTACAZES,RJ,5,5,2.62309267302533,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,CASSILANDIA,MS,16,13,1.72852078955305,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,DOURADOS,MS,13,12,2.3694586463269,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,NOVA ANDRADINA,MS,22,20,1.58610498660054,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,,,LORENA,SP,26,22,1.85898372442644,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIÃO DE ESCOLAS SUPERIORES DA FUNESO,,,OLINDA,PE,28,20,1.31722345182157,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,MOSSORO,RN,16,12,1.51717807170322,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,NATAL,RN,13,12,1.98591995573861,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",,,CAMPOS DO GOYTACAZES,RJ,27,26,2.79744976348931,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CENTRO OESTE,,,GUARAPUAVA,PR,18,14,3.05611422529349,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CENTRO OESTE,,,IRATI,PR,11,8,2.46627968837323,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,,,IGARASSU,PE,24,22,1.48795749555515,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE GAMA E SOUZA,,,RIO DE JANEIRO,RJ,29,19,0.999810830263159,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,,,ITU,SP,13,8,2.297858433903,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",,,CAJAZEIRAS,PB,4,4,3.93392519271009,4.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",,,CAMPINA GRANDE,PB,6,5,3.59086365640556,4.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO JORGE AMADO,,,SALVADOR,BA,45,36,1.38408615717181,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO PLANALTO CATARINENSE,,,LAGES,SC,4,4,2.20793263777392,3.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,,,CURITIBA,PR,10,10,0.817684561057936,1.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADES ADAMANTINENSES INTEGRADAS,,,ADAMANTINA,SP,14,13,2.8880730843997098,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DE FERNANDÓPOLIS,,,FERNANDOPOLIS,SP,19,18,2.29540733589116,3.0
2014,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,URUTAI,GO,4,4,3.7948433937904,4.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DE RIBEIRÃO PIRES,,,RIBEIRAO PIRES,SP,38,36,1.93855621579604,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE JESUS MARIA JOSÉ,,,BRASILIA,DF,16,10,1.34116337521381,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE UNIDA DE SUZANO,,,SUZANO,SP,19,19,2.55962193654389,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE APUCARANA,,,APUCARANA,PR,19,11,1.78636287370794,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,,,SAO PAULO,SP,55,54,2.0351442955908,3.0
